doc_id,datetime,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,commented_post,sponsored,target,condition,"sequence,"
6,15.04.2026 07:00:00,Sunrise in the distant mountains. The world is waking up. 🏔,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-06.webp,157,77,13,IG: willovoxo,@LBucaj,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=IG:willovoxo,23674,,FALSE,filler,A,",",
6,15.04.2026 07:00:00,Sunrise in the distant mountains. The world is waking up. 🏔,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-06.webp,157,77,13,IG: willovoxo,@LBucaj,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=IG:willovoxo,23674,,FALSE,filler,B,",",
7,15.04.2026 06:50:00,Ocean waves crashing. The perfect soundtrack to my day. 🌊,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-07.webp,233,72,2,Custom Climate,@piggybackrideAZ,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=CustomClimate,39762,,FALSE,filler,A,",",
7,15.04.2026 06:50:00,Ocean waves crashing. The perfect soundtrack to my day. 🌊,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-07.webp,233,72,2,Custom Climate,@piggybackrideAZ,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=CustomClimate,39762,,FALSE,filler,B,",",
8,15.04.2026 06:40:00,Fresh air starts here! 🌬️ Keep your home healthy with our new silent air purifier. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-08-Distractor1.webp,651,12,29,justyna,@aikidr,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=justyna,43611,,FALSE,tolerance_test,A,"8,",
8,15.04.2026 06:40:00,Fresh air starts here! 🌬️ Keep your home healthy with our new silent air purifier. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-08-Distractor1.webp,651,12,29,justyna,@aikidr,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=justyna,43611,,FALSE,tolerance_test,B,"8,",
9,15.04.2026 06:30:00,Movie night anyone? 🍿 5 heartwarming films to watch this weekend. 🎬,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-09.webp,,51,78,24,Michaela R,@Your_Green_City,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=MichaelaR,34874,,FALSE,filler,A,","
9,15.04.2026 06:30:00,Movie night anyone? 🍿 5 heartwarming films to watch this weekend. 🎬,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-09.webp,,51,78,24,Michaela R,@Your_Green_City,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=MichaelaR,34874,,FALSE,filler,B,","
10,15.04.2026 06:20:00,Coffee & Code. ☕️💻 The true reality of a 2:00 AM debugging session. 🐜,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-10.webp,252,44,39,Teufel Hunden,@CobainJoshyy,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=TeufelHunden,12660,,FALSE,filler,A,",",
10,15.04.2026 06:20:00,Coffee & Code. ☕️💻 The true reality of a 2:00 AM debugging session. 🐜,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-10.webp,252,44,39,Teufel Hunden,@CobainJoshyy,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=TeufelHunden,12660,,FALSE,filler,B,",",
11,15.04.2026 06:10:00,Rainy street scene. A moment of urban calm. ☔️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-11.webp,508,61,9,Cutejoy,@ijwsrv,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Cutejoy,47701,,FALSE,filler,A,",",
11,15.04.2026 06:10:00,Rainy street scene. A moment of urban calm. ☔️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-11.webp,508,61,9,Cutejoy,@ijwsrv,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Cutejoy,47701,,FALSE,filler,B,",",
12,15.04.2026 06:00:00,Silence the world. 🎧 Experience pure immersion with our newest ANC tech. 🚀,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-12-target1.webp,445,39,7,Judith Schutz,@JudithKto,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=JudithSchutz,43727,,TRUE,target_ad,A,"12,",
12,15.04.2026 06:00:00,Silence the world. 🎧 Experience pure immersion with our newest ANC tech. 🚀,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-12-target1.webp,445,39,7,Judith Schutz,@JudithKto,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=JudithSchutz,43727,,TRUE,target_ad,B,"12,",
13,15.04.2026 05:50:00,Antique bookstore interior. Books and history. 📚,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-13.webp,52,72,3,L-vizzle Beatz,@LvizzleBeatz,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=L-vizzleBeatz,26530,,FALSE,filler,A,",",
13,15.04.2026 05:50:00,Antique bookstore interior. Books and history. 📚,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-13.webp,52,72,3,L-vizzle Beatz,@LvizzleBeatz,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=L-vizzleBeatz,26530,,FALSE,filler,B,",",
14,15.04.2026 05:40:00,Capturing memories on film. 📸 The grain makes it feel real. 🎞,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-14.webp,347,13,7,Mohammed E,@imcmxcix,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=MohammedE,5946,,FALSE,filler,A,",",
14,15.04.2026 05:40:00,Capturing memories on film. 📸 The grain makes it feel real. 🎞,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-14.webp,347,13,7,Mohammed E,@imcmxcix,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=MohammedE,5946,,FALSE,filler,B,",",
15,15.04.2026 05:30:00,Brunch with the crew!🥑 Avocado toast is always a good idea. 🥂,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-15.webp,381,35,32,Joshua Bailey,@cecillyAguirre_,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=JoshuaBailey,49829,,FALSE,filler,A,",",
15,15.04.2026 05:30:00,Brunch with the crew!🥑 Avocado toast is always a good idea. 🥂,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-15.webp,381,35,32,Joshua Bailey,@cecillyAguirre_,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=JoshuaBailey,49829,,FALSE,filler,B,",",
16,15.04.2026 05:20:00,Soft and strong! 🧻 Eco-friendly bamboo hand towels for every kitchen. 🌱,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-16-Distrctor2.webp,576,52,15,john doe,@johndoe2080,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=johndoe,20765,,FALSE,tolerance_test,A,"16,",
16,15.04.2026 05:20:00,Soft and strong! 🧻 Eco-friendly bamboo hand towels for every kitchen. 🌱,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-16-Distrctor2.webp,576,52,15,john doe,@johndoe2080,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=johndoe,20765,,FALSE,tolerance_test,B,"16,",
17,15.04.2026 05:10:00,Skate or die! 🛹 Catching some air at the local park. 🤙,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-17.webp,47,11,26,CZ Republika,@Brannon1066,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=CZRepublika,21869,,FALSE,filler,A,",",
17,15.04.2026 05:10:00,Skate or die! 🛹 Catching some air at the local park. 🤙,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-17.webp,47,11,26,CZ Republika,@Brannon1066,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=CZRepublika,21869,,FALSE,filler,B,",",
18,15.04.2026 05:00:00,Street photography: candid moments in the city. 📸 Every face has a story.,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-18.webp,708,82,44,Eric,@A_FuckingGarcia,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Eric,18627,,FALSE,filler,A,",",
18,15.04.2026 05:00:00,Street photography: candid moments in the city. 📸 Every face has a story.,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-18.webp,708,82,44,Eric,@A_FuckingGarcia,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Eric,18627,,FALSE,filler,B,",",
19,15.04.2026 04:50:00,Cosmos calling. 👨‍🚀 The absolute stillness of a space walk. 🌌,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-19.webp,725,34,8,Jerrod Mustaf,@JerrodMustaf1,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=JerrodMustaf,23079,,FALSE,filler,A,",",
19,15.04.2026 04:50:00,Cosmos calling. 👨‍🚀 The absolute stillness of a space walk. 🌌,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-19.webp,725,34,8,Jerrod Mustaf,@JerrodMustaf1,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=JerrodMustaf,23079,,FALSE,filler,B,",",
20,15.04.2026 04:40:00,Sakura season is here! 🌸 A fleeting moment of pure pink magic. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-20.webp,347,79,37,Jacey Lauren,@jacey_laurenn,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=JaceyLauren,37806,,FALSE,filler,A,",",
20,15.04.2026 04:40:00,Sakura season is here! 🌸 A fleeting moment of pure pink magic. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-20.webp,347,79,37,Jacey Lauren,@jacey_laurenn,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=JaceyLauren,37806,,FALSE,filler,B,",",
21,15.04.2026 04:30:00,Museum hopping. 🖼 Immersed in the brushstrokes of the masters. 🖌,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-21.webp,108,58,27,Lon Lovette,@LonLovette824,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=LonLovette,16805,,FALSE,filler,A,",",
21,15.04.2026 04:30:00,Museum hopping. 🖼 Immersed in the brushstrokes of the masters. 🖌,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-21.webp,108,58,27,Lon Lovette,@LonLovette824,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=LonLovette,16805,,FALSE,filler,B,",",
22,15.04.2026 04:20:00,Rainbow alley. 🌈 Color therapy for the urban soul. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-22.webp,349,49,11,Timeywimey_whovian,@timey_whovian,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Timeywimey_whovian,22073,,FALSE,filler,A,",",
22,15.04.2026 04:20:00,Rainbow alley. 🌈 Color therapy for the urban soul. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-22.webp,349,49,11,Timeywimey_whovian,@timey_whovian,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Timeywimey_whovian,22073,,FALSE,filler,B,",",
23,15.04.2026 04:10:00,Geometric perfection. 📐 The brutal beauty of minimalist architecture. 🏛,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-23.webp,211,86,15,Bill Matz,@BILLadelphia1,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=BillMatz,5750,,FALSE,filler,A,",",
23,15.04.2026 04:10:00,Geometric perfection. 📐 The brutal beauty of minimalist architecture. 🏛,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-23.webp,211,86,15,Bill Matz,@BILLadelphia1,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=BillMatz,5750,,FALSE,filler,B,",",
24,15.04.2026 04:00:00,Run like the wind! 👟 Ultralight running shoes for your next marathon. 🏃‍♂️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-24-Distrctor3jpg.webp,793,28,16,Carmen,@goprapebuster,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Carmen,4784,,FALSE,tolerance_test,A,"24,",
24,15.04.2026 04:00:00,Run like the wind! 👟 Ultralight running shoes for your next marathon. 🏃‍♂️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-24-Distrctor3jpg.webp,793,28,16,Carmen,@goprapebuster,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Carmen,4784,,FALSE,tolerance_test,B,"24,",
25,15.04.2026 03:50:00,Vinyl nights. 🎶 The crackle makes the music feel warmer. 🔥,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-25.webp,722,84,34,Firebrand Notes,@kgosim54,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=FirebrandNotes,43842,,FALSE,filler,A,",",
25,15.04.2026 03:50:00,Vinyl nights. 🎶 The crackle makes the music feel warmer. 🔥,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-25.webp,722,84,34,Firebrand Notes,@kgosim54,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=FirebrandNotes,43842,,FALSE,filler,B,",",
26,15.04.2026 03:40:00,Handmade with love. 🏺 The wabi-sabi beauty of imperfect pottery. 🤎,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-26.webp,440,81,33,jean joaquino,@4sytheNthFlyers,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=jeanjoaquino,9071,,FALSE,filler,A,",",
26,15.04.2026 03:40:00,Handmade with love. 🏺 The wabi-sabi beauty of imperfect pottery. 🤎,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-26.webp,440,81,33,jean joaquino,@4sytheNthFlyers,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=jeanjoaquino,9071,,FALSE,filler,B,",",
27,15.04.2026 03:30:00,Behind the scenes in the kitchen. 🍳 Creating magic on a plate. 🍽,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-27.webp,790,77,46,Lindiwe Mlandu,@rand_o_card,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=LindiweMlandu,37581,,FALSE,filler,A,",",
27,15.04.2026 03:30:00,Behind the scenes in the kitchen. 🍳 Creating magic on a plate. 🍽,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-27.webp,790,77,46,Lindiwe Mlandu,@rand_o_card,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=LindiweMlandu,37581,,FALSE,filler,B,",",
28,15.04.2026 03:20:00,"Sweat today, smile tomorrow! 🏃‍♂️ Track your progress with our smart watch. 💪",https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-28-target2.webp,519,64,12,Farrukh,@FarrukhThinks,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Farrukh,47267,,TRUE,target_ad,A,28,
28,15.04.2026 03:20:00,"Sweat today, smile tomorrow! 🏃‍♂️ Track your progress with our smart watch. 💪",https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-28-target2.webp,519,64,12,Farrukh,@FarrukhThinks,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Farrukh,47267,,TRUE,target_ad,B,28,
29,15.04.2026 03:10:00,Hot air balloon ride. 🎈 Floating above the world in silence. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-29.webp,528,19,9,Benny,@funoo,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Benny,7500,,FALSE,filler,A,",",
29,15.04.2026 03:10:00,Hot air balloon ride. 🎈 Floating above the world in silence. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-29.webp,528,19,9,Benny,@funoo,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Benny,7500,,FALSE,filler,B,",",
30,15.04.2026 03:00:00,"Icelandic tundra. 🏔 A raw, untouched landscape that steals your breath. 🇮🇸",https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-30.webp,745,77,29,Common Defense,@4CommonDefense,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=CommonDefense,4368,,FALSE,filler,A,,
30,15.04.2026 03:00:00,"Icelandic tundra. 🏔 A raw, untouched landscape that steals your breath. 🇮🇸",https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-30.webp,745,77,29,Common Defense,@4CommonDefense,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=CommonDefense,4368,,FALSE,filler,B,,
31,15.04.2026 02:50:00,Surfs up! 🌊 Challenging the Atlantic waves today. 🤙,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-31.webp,690,13,11,Brit-Brit,@Ants_SNEweather,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Brit-Brit,30756,,FALSE,filler,A,",",
31,15.04.2026 02:50:00,Surfs up! 🌊 Challenging the Atlantic waves today. 🤙,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-31.webp,690,13,11,Brit-Brit,@Ants_SNEweather,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Brit-Brit,30756,,FALSE,filler,B,",",
32,15.04.2026 02:40:00,"Healthy pets, happy lives! 🐾 Premium high-protein dog food your pup will love. 🐕",https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-32-Distrsctor4.webp,233,26,2,Omar Sami,@0mar_Sami,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=OmarSami,42599,,FALSE,tolerance_test,A,32,
32,15.04.2026 02:40:00,"Healthy pets, happy lives! 🐾 Premium high-protein dog food your pup will love. 🐕",https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-32-Distrsctor4.webp,233,26,2,Omar Sami,@0mar_Sami,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=OmarSami,42599,,FALSE,tolerance_test,B,32,
33,15.04.2026 02:30:00,Terrace fields from above. 🌾 Drone photography capturing nature patterns. 📸,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-33.webp,619,77,31,Fescon Jefferson,@FesconJefferso2,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=FesconJefferson,47459,,FALSE,filler,A,",",
33,15.04.2026 02:30:00,Terrace fields from above. 🌾 Drone photography capturing nature patterns. 📸,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-33.webp,619,77,31,Fescon Jefferson,@FesconJefferso2,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=FesconJefferson,47459,,FALSE,filler,B,",",
34,15.04.2026 02:20:00,A steaming bowl of ramen. 🍜 The ultimate comfort food on a rainy day. ☔️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-34.webp,683,62,19,Suad Almarani,@NekiaJoy,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=SuadAlmarani,22515,,FALSE,filler,A,",",
34,15.04.2026 02:20:00,A steaming bowl of ramen. 🍜 The ultimate comfort food on a rainy day. ☔️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-34.webp,683,62,19,Suad Almarani,@NekiaJoy,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=SuadAlmarani,22515,,FALSE,filler,B,",",
35,15.04.2026 02:10:00,Delicate French pastries. 🍰 Almost too beautiful to eat... almost. 😋,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-35.webp,451,10,28,Tsentsho Seepe,@Tsentsho1,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=TsentshoSeepe,8771,,FALSE,filler,A,",",
35,15.04.2026 02:10:00,Delicate French pastries. 🍰 Almost too beautiful to eat... almost. 😋,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-35.webp,451,10,28,Tsentsho Seepe,@Tsentsho1,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=TsentshoSeepe,8771,,FALSE,filler,B,",",
36,15.04.2026 02:00:00,Neon dreams. 💡 The pulsating energy of the city at night. 🌃,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-36.webp,270,58,5,Vamshi,@vamshisharma,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Vamshi,44152,,FALSE,filler,A,",",
36,15.04.2026 02:00:00,Neon dreams. 💡 The pulsating energy of the city at night. 🌃,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-36.webp,270,58,5,Vamshi,@vamshisharma,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Vamshi,44152,,FALSE,filler,B,",",
37,15.04.2026 01:50:00,Retro vibes. ⌨️ The mechanical click of a vintage typewriter. 📜,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-37.webp,605,63,11,Steven Denzel Nyathi,@AxelYoung95,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=StevenDenzelNyathi,27681,,FALSE,filler,A,",",
37,15.04.2026 01:50:00,Retro vibes. ⌨️ The mechanical click of a vintage typewriter. 📜,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-37.webp,605,63,11,Steven Denzel Nyathi,@AxelYoung95,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=StevenDenzelNyathi,27681,,FALSE,filler,B,",",
38,15.04.2026 01:40:00,Street art spirit. 🎨 Graffiti that makes the city walls speak. 🗣,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-38.webp,771,19,29,elyazia alqubaisi,@Elyazias_,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=elyaziaalqubaisi,13506,,FALSE,filler,A,",",
38,15.04.2026 01:40:00,Street art spirit. 🎨 Graffiti that makes the city walls speak. 🗣,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-38.webp,771,19,29,elyazia alqubaisi,@Elyazias_,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=elyaziaalqubaisi,13506,,FALSE,filler,B,",",
